ID,Council_District,Amount,Household Size,Race,Ethnicity,Gender,DATE,Zip_Code,ObjectId,GlobalID
784,11,10096.97,1,African American,Non-Hispanic,Male,10/22/2021,40220,659,d37ba9da-f499-4d59-bc26-80dbe931ae32
785,11,2840,3,White,Non-Hispanic,Male,7/6/2021,40299,660,a265bf70-4686-4914-b78d-fa1f8c771ddb
786,11,3786,3,White,Non-Hispanic,Male,7/6/2021,40299,661,2463f790-3086-4ffa-8a9e-d21825381556
787,11,6131,1,African American,Non-Hispanic,Female,10/28/2021,40220,662,e630be09-966c-407c-834e-81dbc9899403
788,11,6673.07,1,Others,Non-Hispanic,Female,9/1/2021,40299,663,e3dfa04a-cb1b-4b31-9509-89220fbeab9f
789,11,2443,1,African American,Non-Hispanic,Female,7/12/2021,40299,664,26f2b139-c744-4bbf-8767-cdfb0bb2d591
790,11,4220,1,African American,Non-Hispanic,Female,7/12/2021,40299,665,109fe757-f47d-483e-8d9f-e88dd4a14835
791,11,6825.1,1,African American,Non-Hispanic,Male,11/10/2021,40220,666,54eab8c0-6430-4e8b-8206-f6c39b5893b1
792,11,6127.76,2,African American,Non-Hispanic,Female,10/26/2021,40299,667,6e44eeff-c98d-4d43-a27b-666c262bca37
793,11,9655,1,African American,Non-Hispanic,Male,10/1/2021,40299,668,1e8c8a91-1a15-444c-a937-6cddf346e776
794,11,6186,1,White,Non-Hispanic,Female,8/27/2021,40299,669,0798c18d-2ef0-4790-8d6d-620ba24176d5
795,11,9382.75,1,African American,Non-Hispanic,Male,10/26/2021,40299,670,4efd614e-a426-4936-80b2-0a6b0e19bd67
796,11,9386,1,African American,Non-Hispanic,Female,8/2/2021,40220,671,c4f4c744-360b-4b9e-93c5-d56c330b0268
797,11,375.15,2,African American,Non-Hispanic,Male,7/7/2021,40299,672,82e1652c-3afb-4611-b9f8-4c604079a5cf
571,6,4000,1,White,Non-Hispanic,Male,11/17/2021,40208,673,a7e97200-6b1d-4fb4-8bc2-bcee5f187338
572,6,852.84,7,African American,Non-Hispanic,Female,11/5/2021,40210,674,314136b2-9830-495a-9a7d-5a03c3251826
452,5,6390,2,African American,Non-Hispanic,Female,8/10/2021,40212,675,0a9d7669-c00a-4524-ac55-4a0e40592618
573,6,5900,1,Mixed Race,Non-Hispanic,Male,10/25/2021,40203,676,a619e084-7d7f-4325-8228-8e424c259dc6
453,5,6084,4,African American,Non-Hispanic,Female,9/14/2021,40212,677,2c21f7b1-9f6b-4cf9-a99b-890c9a1e2f91
574,6,653,2,African American,Non-Hispanic,Male,12/10/2021,40210,678,395f743f-7e93-4e05-b01b-2bc211a387a5
454,5,5266,1,African American,Non-Hispanic,Male,8/2/2021,40212,679,2959ee58-202d-4fc9-8284-cea2dd1c375a
575,6,1950,4,African American,Non-Hispanic,Female,7/28/2021,40208,680,e967fd42-a5fc-4871-bdd0-fcbeb9d9e39b
455,5,10120,6,African American,Non-Hispanic,Female,10/18/2021,40211,681,7bac363b-ff61-49a5-8a19-b2902b400e77
576,6,4444,3,African American,Non-Hispanic,Male,12/3/2021,40210,682,c7766d36-6e9d-45e3-bf9a-ebfa21450801
456,5,6900,1,White,Non-Hispanic,Male,1/27/2022,40203,683,03c0ac76-6bc2-47ff-a9bf-8f0bd412b472
577,6,2250,4,African American,Non-Hispanic,Male,7/26/2021,40210,684,fb4e6aa6-7f2f-4da0-9df4-2363ffdd98d3
457,5,4505,3,African American,Non-Hispanic,Female,8/25/2021,40211,685,9b80b8b5-2f87-47b1-87e9-d2bf1c98b09c
578,6,2566,1,White,Non-Hispanic,Female,11/1/2021,40210,686,fcb70057-caeb-49b4-b547-f0da5e0856fa
458,5,8010,1,African American,Non-Hispanic,Male,8/11/2021,40212,687,a2418919-5ca5-43e2-b7b9-e8db98db5ad7
579,6,1226.67,1,Mixed Race,Non-Hispanic,Female,11/18/2021,40210,688,28e63ac4-0988-488f-af62-b3478b96ee33
459,5,10035,4,African American,Non-Hispanic,Female,9/23/2021,40212,689,48d25994-553d-4cb7-b345-025d7173d333
580,6,8038.48,3,African American,Non-Hispanic,Female,11/1/2022,40203,690,4e909530-0712-4dbc-9596-f9c069deb75e
460,5,3941,1,Others,Non-Hispanic,Female,10/25/2021,40211,691,c6daaa25-885b-4b4c-a5fc-cef47a9bb0e8
581,6,516,1,African American,Non-Hispanic,Male,12/10/2021,40203,692,23322ea3-8b44-443d-8850-a2f59d039f44
461,5,7940,2,African American,Non-Hispanic,Female,10/27/2021,40212,693,3b1efe37-8452-4f03-bf17-edfecfc83623
582,6,10410,1,Mixed Race,Non-Hispanic,Male,11/17/2021,40208,694,9ef25e8f-d96c-4fa2-96cb-2e2719ad909e
462,5,5940,1,African American,Non-Hispanic,Male,11/17/2021,40212,695,9bc469c1-e990-493c-b77d-2651b6185bb8
583,6,11050,2,African American,Non-Hispanic,Male,10/25/2021,40210,696,e6905b01-5efe-4368-b2cf-0990fbd5d0cb
463,5,10454,2,African American,Non-Hispanic,Female,8/6/2021,40212,697,0774f0ce-1c67-4009-b4af-ff3654f484da
584,6,2700,4,African American,Non-Hispanic,Male,7/8/2021,40210,698,e0c3c548-2cc4-494d-9753-35b288ba1b33
464,5,6075,2,White,Non-Hispanic,Female,10/8/2021,40212,699,d8bdaca5-304f-44fd-8e4a-337c73688063
465,5,5280,1,White,Non-Hispanic,Female,10/26/2021,40211,700,9f017db0-d2e9-4e05-b611-2fae2b63c809
466,5,8665,1,African American,Non-Hispanic,Female,11/1/2021,40212,701,70977f45-e7bb-49c3-af33-5d7838810378
467,5,11200,2,African American,Non-Hispanic,Female,9/5/2021,40203,702,94b4c782-46bd-4220-959a-2d8c8a89d145
468,5,7175,4,African American,Non-Hispanic,Female,8/10/2021,40211,703,d00c289d-391b-4c92-b3e6-4e71e93fdcb8
469,5,4680,4,African American,Non-Hispanic,Female,10/25/2021,40211,704,01b97694-84b6-411c-89dc-3076e9e29bee
470,5,13663,2,African American,Non-Hispanic,Female,8/13/2021,40211,705,54b98a8d-6b27-42b1-b09e-a52e625675a4
471,5,6220,1,African American,Non-Hispanic,Male,9/22/2021,40211,706,910570d4-5719-4a6c-95fc-df8b870ba649
472,5,8280,1,Others,Non-Hispanic,UNKNOWN,9/23/2021,40212,707,fa8e70e5-09ea-484b-bdbb-27d3037b0577
473,5,3960,1,African American,Non-Hispanic,Female,9/29/2021,40212,708,f2e471fb-a379-4506-bac4-98266c7e144c
474,5,15850,1,African American,Non-Hispanic,Male,8/18/2021,40212,709,1b6305a8-a321-4e8c-bd33-2f05c5e3f5ea
475,5,9578,2,African American,Non-Hispanic,Female,10/8/2021,40212,710,ae739024-6330-4723-a62a-d346e2384dad
476,5,10450,5,African American,Non-Hispanic,Male,8/11/2021,40212,711,e9b4d87d-4505-4704-af38-08d6023fe33f
477,5,11950,5,African American,Non-Hispanic,Female,9/16/2021,40212,712,a5f06ee0-eb8d-4e18-8336-be211ae11e1b
478,5,8400,3,White,Non-Hispanic,Male,8/4/2021,40212,713,a138d2e9-1111-4ee4-872a-9d9ea9f0a8d5
479,5,1941,3,White,Non-Hispanic,Female,7/9/2021,40212,714,e66f7cab-8c67-468a-b2a4-7b55b9168cb0
480,5,7763,3,White,Non-Hispanic,Female,7/9/2021,40212,715,0afc106c-7967-4370-84fd-ac879c517be5
481,5,4624,2,African American,Non-Hispanic,Male,10/15/2021,40211,716,19cd1954-d43c-4f91-8dde-638ba7fdf588
482,5,7725,2,African American,Non-Hispanic,Female,8/29/2021,40212,717,6455683d-8881-4c3c-86e5-ec67f9ad628b
483,5,5641.92,4,Others,Non-Hispanic,Female,9/22/2021,40212,718,33a26c12-ec63-4ddc-8bba-dd5d3057bbc0
484,5,3300,4,Others,Non-Hispanic,UNKNOWN,10/25/2021,40212,719,9725cc38-652e-4815-b47e-cc9cda4a1de0
485,5,3309.68,1,African American,Non-Hispanic,Female,10/25/2021,40211,720,621d8e97-833d-4afc-b58a-df0116c7906f
486,5,2874,3,Others,Non-Hispanic,UNKNOWN,10/25/2021,40212,721,7a32a766-bf36-4f41-a74f-dac99ac212e2
487,5,6750,3,White,Non-Hispanic,Male,11/17/2021,40212,722,79add3c7-6570-412a-9455-81cc40ddfc8e
488,5,1496,7,African American,Non-Hispanic,Female,10/25/2021,40211,723,84fd4ec2-7603-4b2a-97e0-c700fee070f4
489,5,10350,4,White,Non-Hispanic,Female,8/2/2021,40212,724,1fb02f6f-39b4-47eb-9da9-392a50549e61
490,5,1662.2,3,African American,Non-Hispanic,Female,9/23/2021,40212,725,1fc5e0a8-ccff-410f-877e-4f38f85f8181
491,5,8040,3,African American,Non-Hispanic,Female,9/7/2021,40212,726,e8bc6116-7809-42a9-9432-2827951f59f3
492,5,7500,5,Mixed Race,Non-Hispanic,Male,8/16/2021,40212,727,5ba53484-3b35-412d-8667-ceaa996dbccb
493,5,6240,1,African American,Non-Hispanic,Female,11/1/2021,40212,728,5a98c438-ff30-4c10-a9e1-c9136233e694
494,5,1142,1,African American,Non-Hispanic,Female,9/3/2021,40212,729,c465b39f-51a5-4458-acf6-1961aa13749f
495,5,4975.33,8,African American,Non-Hispanic,Female,10/25/2021,40211,730,762f540d-87da-42f1-b7a7-694b5fbfbef4
496,5,14450,1,African American,Non-Hispanic,male,9/29/2021,40211,731,718a787b-720f-4085-b491-c8b39df799c0
497,5,2601,1,African American,Non-Hispanic,Female,10/8/2021,40212,732,eca17a0c-6a10-42a3-98ac-07721172a270
498,5,438,1,Mixed Race,Non-Hispanic,Female,7/9/2021,40212,733,e0731ee6-c20e-4ff6-aad5-3f36c36b3017
499,5,6000,2,African American,Non-Hispanic,Female,9/24/2021,40212,734,36f2c2ff-4daa-4e8c-8ce6-acf1fe8b497c
500,5,1746,6,White,Non-Hispanic,Female,7/23/2021,40212,735,6028546f-415d-43b4-bcc0-1e910f2bff92
585,6,6300,4,African American,Non-Hispanic,Male,7/8/2021,40210,736,f9b2ecf2-fb6d-49f1-8558-5c3db92a706a
586,6,6309.13,1,African American,Non-Hispanic,Male,10/20/2021,40203,737,c7607b5b-981a-424c-a57b-99e1b1a09fe5
587,6,1562.64,2,African American,Non-Hispanic,Female,9/23/2021,40203,738,7ac069eb-1209-4da4-9b4f-803fea891442
588,6,96,4,African American,Non-Hispanic,Female,12/22/2021,40210,739,74049381-7752-4abd-a02e-cc117b1aae4e
589,6,747,4,African American,Non-Hispanic,Female,12/10/2021,40210,740,05452157-7411-4b48-8bd7-d480c832d21f
590,6,4140,1,White,Non-Hispanic,Male,11/9/2021,40203,741,5dd91a4a-7fea-44f4-a351-7e67c700e58e
591,6,10450,10,White,Non-Hispanic,Female,8/6/2021,40208,742,6b32c767-012e-452f-906e-a322a2b47a1c
592,6,4444,1,White,Non-Hispanic,Male,9/1/2021,40203,743,1d9e4dd1-c527-4626-a2fb-7a409ee39d84
593,6,1468.9,3,African American,Non-Hispanic,Female,10/22/2021,40210,744,dd88bd3d-440d-4183-9890-b3814b1fd7d5
594,6,10400,1,White,Non-Hispanic,Male,10/7/2021,40203,745,723b7893-ff7d-43d1-aa6f-99b692babfc1
595,6,6687.5,1,White,Non-Hispanic,Male,8/26/2021,40203,746,29a669ca-85e4-4f22-a4ac-a5b642354f65
596,6,1485,1,African American,Non-Hispanic,Male,7/13/2021,40203,747,189d9b32-cd9b-4d40-adef-984cfda13439
597,6,3323.75,3,African American,Non-Hispanic,Female,11/18/2021,40210,748,d103e2a8-22c8-4859-9c2a-9224cbc909b6
598,6,9900,3,African American,Non-Hispanic,Male,8/3/2021,40210,749,f5a485b5-335e-49a1-9813-2be3c150ec0f
599,6,4901,7,African American,Non-Hispanic,Female,7/29/2021,40203,750,a1bad2ec-f663-442f-b7f5-1ca395387411
650,8,7800,1,African American,Non-Hispanic,OTHERS,11/15/2021,40205,751,9e82d1ff-2b6b-4eed-aee5-54b70e190787
651,8,9533.52,1,White,Non-Hispanic,OTHERS,10/22/2021,40204,752,14e0bf9d-af24-4ed0-b3c6-743b2c5a0abb
652,8,19582.14,1,White,Non-Hispanic,Male,10/19/2021,40205,753,3f57e3d6-61ce-4d27-8ccd-1a0e402759c0
653,8,6000,1,African American,Non-Hispanic,Male,11/1/2021,40204,754,a1d826a4-b0a6-49bf-84ae-01ec46c54377
654,8,8539,1,White,Non-Hispanic,Female,7/30/2021,40204,755,876ad0ca-ff71-421d-8652-f41b141447dd
655,8,2175,1,White,Non-Hispanic,Male,7/8/2021,40204,756,9e8ed778-75ac-43ab-ae9e-e500924ba97b
656,8,5886,1,White,Non-Hispanic,Male,7/8/2021,40204,757,9f434faa-8575-497a-b4f8-410a2dec217f
657,8,4439,1,Others,Non-Hispanic,Male,9/22/2021,40220,758,ca0451de-d6cc-4fbc-80ed-e2ac63c112e3
658,8,5896,1,African American,Non-Hispanic,Female,8/9/2021,40205,759,106fe169-d140-4e8d-9b11-c85ff8d7f3e4
659,8,8884,1,African American,Non-Hispanic,Male,11/17/2021,40204,760,3124148f-964f-42cf-bc30-984bf1959414
660,8,2085,1,White,Non-Hispanic,Female,7/1/2021,40204,761,fc926165-960b-4aab-b312-b35c755d51c8
661,8,4865,1,White,Non-Hispanic,Female,7/1/2021,40204,762,2a623cdc-2dc8-41db-9aa9-e59490f13f82
662,8,8880,2,White,Non-Hispanic,Male,8/28/2021,40205,763,e220a83a-9ec3-43ab-be4f-e530f1a8ec27
663,8,7674,1,White,Non-Hispanic,Male,9/3/2021,40204,764,3f914ca8-a734-4a23-8b9c-10ba5a58bf01
665,9,5490,4,Mixed Race,Non-Hispanic,Female,1/6/2022,40207,765,7dbfcf9e-91dc-475a-a933-b12554cb3f65
666,9,11350,5,Mixed Race,Non-Hispanic,Female,1/6/2022,40207,766,49746deb-aed9-4011-b063-e9cb4833242a
667,9,7850,2,Mixed Race,Non-Hispanic,Female,1/6/2022,40207,767,d5848c0f-3663-4191-8d99-19757e148b5a
667,9,7850,2,Mixed Race,Non-Hispanic,Female,1/6/2022,40207,768,6902a83f-bd6a-4d24-9ff6-7bf8ce37f983
668,9,2693,3,Mixed Race,Non-Hispanic,Male,1/6/2022,40207,769,e53facfa-bd01-423c-b894-54c9c719855a
669,9,501,3,Mixed Race,Non-Hispanic,Female,10/4/2022,40207,770,9afe992b-dedf-4d2e-98d1-71c600e7ad2b
670,9,1352,4,Mixed Race,Non-Hispanic,Female,10/4/2022,40207,771,5451a686-4681-423a-95e4-20d497cdb407
671,9,10149,4,White,Non-Hispanic,Female,11/12/2021,40207,772,331c5427-11f2-4301-97a2-ac9882e84ea2
672,9,1450,5,White,Non-Hispanic,Male,11/12/2022,40207,773,bf888561-6dd5-40ed-b363-bff8df55c7e5
673,9,6742,3,White,Non-Hispanic,Female,11/12/2021,40207,774,d8e0500a-9ac2-4cb8-96bc-24cc99678ca1
674,9,427.73,3,African American,Non-Hispanic,Female,12/3/2021,40206,775,91823378-45d0-4b4d-9c81-8f385e5c09dc
675,9,4695,4,White,Non-Hispanic,Male,11/12/2021,40207,776,de90916b-ba71-4bea-a444-378db84e4852
676,9,1210,2,Mixed Race,Non-Hispanic,Female,11/12/2021,40207,777,9fe207bc-fe80-40f2-8ae0-da4a82d4780e
677,9,1966,4,Mixed Race,Non-Hispanic,Female,12/28/2021,40207,778,3349208c-afb5-436c-a53e-c7d6961ea3fc
678,9,1632,2,Mixed Race,Non-Hispanic,Male,12/28/2021,40207,779,151d74ac-a920-4649-a977-2be4d694d0c4
679,9,15660,3,Mixed Race,Hispanic,Female,11/9/2021,40207,780,24171213-be2b-4da5-a88b-ac7830a2707a
680,9,9460,4,African American,Hispanic,Female,10/15/2021,40207,781,d8fa99c6-8f2d-4876-a1ae-b7a680f03e54
681,9,14100,1,African American,Non-Hispanic,Male,11/11/2021,40206,782,5a75bfd5-3d1e-4819-85b6-1fd0a20d2c0a
682,9,2550,1,Mixed Race,Non-Hispanic,Male,7/27/2021,40207,783,c1433d6b-cd6b-4f7e-8fb0-4d8896e45a94
683,9,318,3,Mixed Race,Non-Hispanic,Female,12/28/2021,40207,784,2e5bb247-26c9-454f-b1a2-375639dc2568
683,9,318,3,Mixed Race,Non-Hispanic,Female,12/28/2021,40207,785,ba8ba228-6e3a-473f-8995-7f6b4ff5a5a0
684,9,580,3,African American,Non-Hispanic,Female,10/15/2021,40207,786,57eac68e-f834-46c4-ae17-a6d5e9ea2d59
684,9,580,3,African American,Non-Hispanic,Female,10/15/2021,40207,787,25b8a65a-ce8e-4014-961e-3dee6a7c96b9
685,9,219,1,African American,Non-Hispanic,Female,10/15/2021,40207,788,2baa61a7-2641-46df-9980-d738a329cccd
686,9,2700,1,White,Non-Hispanic,Female,7/20/2021,40207,789,e300addc-c96a-48a0-a27c-6e2c7eb4649f
687,9,8747,1,African American,Non-Hispanic,Male,11/17/2021,40207,790,588b7631-07ca-4bd8-9988-9411cdd20c41
688,9,6325,1,White,Non-Hispanic,Male,10/19/2021,40206,791,a56599cb-1df3-4a83-86ac-316d8eb70723
689,9,8540,1,African American,Non-Hispanic,Female,11/8/2021,40207,792,182ec9f5-9abe-4c6a-8434-a086359a12ee
690,9,10400,2,White,Non-Hispanic,Male,7/29/2021,40207,793,e683ed87-ed20-4733-a32b-16c6c56f4c84
691,9,7625,1,White,Non-Hispanic,Male,9/14/2021,40206,794,075ad166-2d2f-497d-bce0-96aa1aa3d449
692,9,2445,1,African American,Non-Hispanic,Male,7/1/2021,40206,795,62516123-5448-4bd6-85ad-3b7624dd0f62
693,9,5595,1,African American,Non-Hispanic,Male,7/1/2021,40206,796,a8ac5b57-9785-4e93-83a8-e5a872322e36
694,9,5600,1,White,Non-Hispanic,Female,10/1/2021,40207,797,c3d77a8d-cb74-455e-919b-fb8011b7a870
695,10,9104,2,African American,Non-Hispanic,Female,8/12/2021,40218,798,be084eb4-788f-4cd6-a35b-127b25b860b2
696,10,5859.92,1,White,Non-Hispanic,Female,8/20/2021,40218,799,94989492-63ff-4ec4-9c79-2b3dcd7f3942
697,10,7013.58,1,White,Non-Hispanic,Male,8/30/2021,40218,800,5641dd2d-7a82-417a-abf4-4a7e0c21518f
898,13,2010.34,4,African American,Non-Hispanic,Female,10/11/2021,40219,801,6fff6dd7-d3b0-4206-800c-bb60efe3bacb
998,15,3134,2,White,Non-Hispanic,Female,7/1/2021,40208,802,b6cab653-7deb-421e-a3f4-03f0b99bb7b4
899,13,7065,1,African American,Non-Hispanic,Female,10/25/2021,40118,803,7b42ec57-e322-4248-9149-96d2533be231
999,15,6003,2,White,Non-Hispanic,Female,7/1/2021,40208,804,d85713a4-a2f5-4aee-9d55-ca85fde92c42
900,13,7020,4,Others,Non-Hispanic,Male,10/7/2021,40214,805,ff6b69c5-8768-4f45-a31c-e7d27c014610
1098,18,7212.66,1,White,Non-Hispanic,Male,11/17/2021,40223,806,a1dcb4a9-b573-4aae-baad-d666462d3bb9
1000,15,5820.29,4,African American,Non-Hispanic,Male,9/18/2021,40217,807,b03bab64-d378-449c-ad30-1398987c35f7
901,13,2460,1,Mixed Race,Non-Hispanic,Male,7/16/2021,40219,808,0c134123-4f52-4d68-bf36-60dea7a94f52
798,11,16155,1,African American,Non-Hispanic,Female,11/12/2021,40299,809,82cff231-aca5-4935-b35c-006e6dace9bb
1099,18,9202.18,4,Others,Non-Hispanic,Female,10/22/2021,40223,810,bb7f1f68-868e-40a8-aac4-b40e1a3ea1b8
848,12,6800,2,African American,Non-Hispanic,Female,7/30/2021,40216,811,843efc9f-3a83-4684-8e9e-8221ccdba462
1001,15,1921,1,African American,Non-Hispanic,Male,7/8/2021,40208,812,03062974-a7b3-4371-b587-6a2741d25e23
902,13,1146,3,White,Non-Hispanic,Female,12/29/2021,40118,813,5f2217ec-f395-4101-b9ce-5b5cb6d60a1a
799,11,3123,5,White,Non-Hispanic,Female,7/1/2021,40299,814,a7f4e798-d43c-4a57-857b-db5d7c2a3234
1100,18,13308.37,1,Mixed Race,Non-Hispanic,Male,10/7/2021,40223,815,e5714d7c-6801-47f5-ac22-d4c605644f04
849,12,4795,3,White,Non-Hispanic,Female,8/23/2021,40214,816,c55424fb-ed96-4c84-951e-e09764bc6a39
1002,15,5103,1,African American,Non-Hispanic,Male,7/8/2021,40208,817,3c4c5f76-8a13-4f26-bb9e-3bac21e888b2
903,13,1590,2,White,Non-Hispanic,Female,11/3/2021,40219,818,1abcf68b-7b5f-440a-91cd-1e8e548676c4
800,11,6628,5,White,Non-Hispanic,Female,7/1/2021,40299,819,3d5208c7-1bed-4e3b-8428-5918c9f4fdb3
948,13,10480,1,African American,Non-Hispanic,Female,11/10/2021,40214,820,411294af-e766-4ecb-86e1-eee2f30fa814
1101,18,8387,1,African American,Non-Hispanic,Male,11/18/2021,40243,821,fdcbb563-6cc7-4e5a-b559-cb78571e4bbe
1102,18,11309.64,4,Others,Hispanic,Female,11/4/2021,40223,822,40631ce8-90f6-405e-b214-8c30f842d9c9
1103,18,13154.02,3,African American,Non-Hispanic,Female,11/18/2021,40223,823,0cf01f8e-9ff6-4f2d-b049-ecc3b1719b1b
1104,18,7988.75,2,Mixed Race,Non-Hispanic,Female,11/9/2021,40223,824,63422907-63da-4072-a718-464b11bbf280
1105,18,17136,2,White,Non-Hispanic,Male,11/12/2021,40222,825,784c26e3-59d4-4f65-8503-6d801dd5ad82
1106,19,6344,3,White,Non-Hispanic,Female,11/18/2021,40223,826,96aa1403-a441-4a8c-aebc-d18890099dc7
1107,19,12001.75,1,White,Non-Hispanic,Female,9/2/2021,40245,827,996f8ff3-3c9d-47f8-a8d9-232257099a9a
1108,19,4428,2,White,Non-Hispanic,Female,12/10/2021,40243,828,91a15133-0590-4800-99cb-2402658c9df2
1109,19,8925,1,African American,Non-Hispanic,Male,10/25/2021,40245,829,6744fbf2-2e88-45b2-94f5-b449739c5a36
1110,19,7411,2,Others,Hispanic,Female,7/29/2021,40223,830,e2dac84f-25a4-4970-abdc-9f8a82849c7c
1111,19,14076.49,1,African American,Hispanic,Female,10/19/2021,40245,831,a1d1208c-1b20-4f12-8a70-8346caa557cd
1112,19,5042,3,African American,Non-Hispanic,Female,7/7/2021,40223,832,7bfbd0d7-0700-4b2d-9f71-635d752d2887
1113,19,7619.06,2,Others,Hispanic,Male,8/18/2021,40245,833,a54c86ba-ce31-4b40-a954-d103788016a4
1114,19,14326,2,African American,Hispanic,Male,9/5/2021,40245,834,9e905fc8-bf71-489f-83ac-37558a7c23bf
1115,19,4590,6,White,Non-Hispanic,Female,7/1/2021,40223,835,be8e1ab3-29e6-4d07-a49c-305c8fd52905
1116,19,4927,6,White,Non-Hispanic,Female,7/1/2021,40223,836,4fcec1f4-db1f-4bbd-a9b4-5733d197ff71
1117,19,11340.67,2,African American,Non-Hispanic,Female,10/22/2021,40223,837,b921bfab-aacd-4dad-8376-89bc2e1a3a33
1118,19,4230,1,White,Non-Hispanic,Female,8/23/2021,40245,838,f4e1b78c-d60e-4023-a682-6aec082f8fa0
1119,19,12163,3,White,Non-Hispanic,Female,8/27/2021,40243,839,1f2cf1cc-ffc3-4d66-bd72-4825c1ccbcb9
1120,20,21225,2,African American,Non-Hispanic,male,9/5/2021,40299,840,a7d3391a-5603-4337-b4eb-f1e66226ceb3
1121,20,3327,2,Others,Non-Hispanic,Female,7/9/2021,40299,841,3d7ca7c5-34fa-431c-a347-f2dd81662b16
1122,20,5544,2,Others,Non-Hispanic,Female,7/9/2021,40299,842,9d2b50f8-20e8-4a85-8d41-8f6524407c34
1123,20,4818,3,Mixed Race,Hispanic,Female,11/15/2021,40299,843,6aef4e91-7356-4930-9869-bfd2fc4d3ddc
1124,20,21014,3,Others,Hispanic,Female,8/26/2021,40299,844,cee312c9-277e-4c8f-99c7-0a602d44933a
1125,20,5147.5,1,African American,Non-Hispanic,Female,9/10/2021,40291,845,94183790-ab50-4841-ba3b-88f05f96cd4f
1126,20,3087,4,White,Non-Hispanic,Female,7/15/2021,40299,846,831c812f-3dcf-4d24-afa5-ae263157f3bb
1127,20,18000,4,White,Non-Hispanic,Male,9/16/2021,40291,847,b09a9e31-7581-4297-ac4b-461a35a15411
1128,20,5840,2,African American,Non-Hispanic,Male,9/18/2021,40291,848,0b1c5864-4734-493d-a294-c66328721e76
1129,20,10875,2,White,Non-Hispanic,Male,10/29/2021,40299,849,992e95b5-120d-4162-9753-328e91ade6bb
1130,20,5850,4,African American,Non-Hispanic,Female,9/16/2021,40291,850,3aca7b63-aefe-43b4-a947-b1e5e6d47e1d
1131,20,5600,2,African American,Non-Hispanic,Female,9/2/2021,40291,851,a9485bf2-3dfe-4c1b-bfca-5079cae6dba9
1132,21,5417.25,1,African American,Non-Hispanic,Male,10/19/2021,40213,852,70c04327-f3c9-4159-a396-411130d83626
1133,21,15470,2,African American,Hispanic,Male,10/5/2021,40219,853,97f9a675-647d-4fca-8024-fe13e416b1aa
1134,21,7700,2,African American,Non-Hispanic,Female,9/23/2021,40215,854,9bcf4ad7-98d8-4399-a7b0-c4f18db1c7ab
1135,21,7701.59,2,African American,Non-Hispanic,Female,11/17/2021,40213,855,0ff5a3c9-ad20-42ba-9dd8-0210d2028ece
1136,21,5348,1,African American,Non-Hispanic,Male,11/5/2021,40213,856,0b646edc-538c-4138-8056-7ba0e324a940
1137,21,2247,3,African American,Non-Hispanic,Female,7/22/2021,40213,857,310b95bc-b062-4614-b89b-5badc8fad75a
1138,21,11440,4,White,Non-Hispanic,Female,10/1/2021,40214,858,18c31c45-d2ed-4388-ade2-5d8988d82a90
1139,21,6205,2,White,Non-Hispanic,Female,10/25/2021,40213,859,f3f450f0-dafa-49f9-a017-70fb17c7432b
1140,21,3798,1,Mixed Race,Non-Hispanic,Male,7/14/2021,40219,860,802927de-e5bb-42bc-b20f-3bbed7cbe501
1141,21,6112,1,African American,Non-Hispanic,Male,9/29/2021,40213,861,de45e288-07cb-4755-9111-c414d2b03c7b
1142,21,1970,1,African American,Non-Hispanic,Female,7/12/2021,40214,862,d3925b4b-8374-4206-b62f-9835dbce1421
1143,21,5694,1,African American,Non-Hispanic,Female,7/12/2021,40214,863,3178b49f-5b8e-4ef9-9062-c85f4a341c36
1144,21,3000,2,African American,Non-Hispanic,Female,9/23/2021,40214,864,450ddc58-f0fc-490e-a9a8-067786274baf
1145,21,2367,2,African American,Non-Hispanic,Female,7/21/2021,40213,865,48c26c7d-fda8-47be-8a93-204a9f5400a5
1146,21,9000,2,African American,Non-Hispanic,Male,7/29/2021,40214,866,d1e5a9ed-a843-4577-b5b7-be3549d0dc35
1147,21,6112,2,Others,Hispanic,Female,8/27/2021,40213,867,4716ca3b-53c7-48f3-9db0-5350c0560f92
949,13,1630,1,White,Non-Hispanic,Female,12/1/2021,40219,868,72d1cd79-a194-4c2c-9cfc-0e771911158d
950,13,790,3,African American,Non-Hispanic,Female,12/22/2021,40219,869,7b0173bf-cbf8-4682-b701-ace0226c2d70
801,11,7146,2,White,Non-Hispanic,Female,8/5/2021,40299,870,fad7912f-9e52-4b96-9ca1-e08d0eb5c52a
951,13,9534,3,Others,Hispanic,Male,8/13/2021,40229,871,dff98889-f12d-4a34-bfb1-96e73d0a5b14
802,11,7414,1,African American,Non-Hispanic,Male,9/22/2021,40299,872,acad0328-a0a4-4ead-878b-5e0d2f11f4db
850,12,8000,2,White,Non-Hispanic,Female,8/23/2021,40258,873,e395a0fa-4bcf-4ab0-8c26-b4cbe02d6c38
952,13,21448.35,1,White,Non-Hispanic,Female,10/8/2021,40229,874,f3e42450-b7ca-4f79-9808-371323751431
803,11,7966.77,2,African American,Non-Hispanic,Male,10/25/2021,40299,875,80643357-7fc3-43b7-b2b0-df577b3eccd3
904,13,795,2,White,Non-Hispanic,Female,12/22/2021,40219,876,673cfd92-b3ae-40e7-a7b1-2558e13ae429
